Video,Query ID,Language Query,Type,IDs,Start,End,Revision
MOT20-05,121,A person stops walking,M,643,1145,2775,
MOT20-05,121,A person stops walking,M,674,2772,2802,
MOT20-05,121,A person stops walking,M,675,2795,2827,
MOT20-05,121,A person stops walking,M,673,2667,2812,
MOT20-05,121,A person stops walking,M,720,1470,1670,
MOT20-05,121,A person stops walking,M,731,149,537,
MOT20-05,121,A person stops walking,M,731,637,1025,
MOT20-05,121,A person stops walking,M,731,1246,1410,
MOT20-05,121,A person stops walking,M,731,1490,1705,
MOT20-05,121,A person stops walking,M,731,1782,3315,
MOT20-05,121,A person stops walking,M,732,2190,3315,
MOT20-05,121,A person stops walking,M,745,1968,2148,
MOT20-05,121,A person stops walking,M,757,1958,3037,
MOT20-05,121,A person stops walking,M,759,2913,3066,
MOT20-05,121,A person stops walking,M,760,2964,3080,
MOT20-05,121,A person stops walking,M,761,2913,3074,
MOT20-05,121,A person stops walking,M,762,2913,3072,
MOT20-05,121,A person stops walking,M,758,2665,3064,
MOT20-05,121,A person stops walking,M,766,1310,1516,
MOT20-05,121,A person stops walking,M,793,1423,1512,
MOT20-05,121,A person stops walking,M,792,1281,1407,
MOT20-05,121,A person stops walking,M,786,2698,3190,
MOT20-05,121,A person stops walking,M,788,3238,3266,
MOT20-05,121,A person stops walking,M,806,2782,3112,
MOT20-05,121,A person stops walking,M,804,1970,3007,
MOT20-05,121,A person stops walking,M,811,1159,1348,
MOT20-05,121,A person stops walking,M,814,1034,1200,
MOT20-05,121,A person stops walking,M,811,1589,1712,
MOT20-05,121,A person stops walking,M,811,2513,2651,
MOT20-05,121,A person stops walking,M,811,3008,3273,
MOT20-05,121,A person stops walking,M,813,2022,2176,
MOT20-05,121,A person stops walking,M,813,2221,3315,
MOT20-05,121,A person stops walking,M,818,2822,3315,
MOT20-05,121,A person stops walking,M,868,918,3315,
MOT20-05,121,A person stops walking,M,882,958,1337,
MOT20-05,121,A person stops walking,M,883,960,1408,
MOT20-05,121,A person stops walking,M,884,958,1372,
MOT20-05,121,A person stops walking,M,886,2410,3315,
MOT20-05,121,A person stops walking,M,899,2464,3315,
MOT20-05,121,A person stops walking,M,903,1388,1872,
MOT20-05,121,A person stops walking,M,911,1100,1297,
MOT20-05,121,A person stops walking,M,912,1106,1388,
MOT20-05,121,A person stops walking,M,909,2186,3315,
MOT20-05,121,A person stops walking,M,911,1460,3315,
MOT20-05,121,A person stops walking,M,912,1622,3315,
MOT20-05,121,A person stops walking,M,905,2654,3315,
MOT20-05,121,A person stops walking,M,921,1054,1249,
MOT20-05,121,A person stops walking,M,922,1060,1254,
MOT20-05,121,A person stops walking,M,921,1524,3315,
MOT20-05,121,A person stops walking,M,922,1793,3315,
MOT20-05,121,A person stops walking,M,918,2426,3157,
MOT20-05,121,A person stops walking,M,920,2616,2796,
MOT20-05,121,A person stops walking,M,920,2940,3002,
MOT20-05,121,A person stops walking,M,962,1466,1553,
MOT20-05,121,A person stops walking,M,981,1046,1304,
MOT20-05,121,A person stops walking,M,982,1062,1304,
MOT20-05,121,A person stops walking,M,996,1181,1497,
MOT20-05,121,A person stops walking,M,997,1185,1456,
MOT20-05,121,A person stops walking,M,1041,473,1119,
MOT20-05,121,A person stops walking,M,1039,535,1119,
MOT20-05,121,A person stops walking,M,1060,966,1021,
MOT20-05,121,A person stops walking,M,1058,990,1021,
MOT20-05,121,A person stops walking,M,1081,1210,1561,
MOT20-05,121,A person stops walking,M,1082,1208,1579,
MOT20-05,121,A person stops walking,M,1083,1176,1553,
MOT20-05,121,A person stops walking,M,1090,1188,1659,
MOT20-05,121,A person stops walking,M,1098,987,1135,
MOT20-05,121,A person stops walking,M,1123,451,698,
MOT20-05,121,A person stops walking,M,1118,734,919,
MOT20-05,121,A person stops walking,M,1113,866,965,
MOT20-05,121,A person stops walking,M,1160,273,489,
MOT20-05,121,A person stops walking,M,1167,227,379,
MOT20-05,122,A person stops walking and converses with another person,M,524,2027,2135,
MOT20-05,122,A person stops walking and converses with another person,M,523,2031,2113,
MOT20-05,123,A person stops walking and engages in a conversation with another person,M,1058,990,1021,
MOT20-05,123,A person stops walking and engages in a conversation with another person,M,1060,966,1021,
MOT20-05,124,A person stops walking and engages in a conversation with other people,M,673,2927,2990,
MOT20-05,124,A person stops walking and engages in a conversation with other people,M,1041,473,1119,
MOT20-05,124,A person stops walking and engages in a conversation with other people,M,1039,535,1119,
MOT20-05,125,A person stops walking and faces back,M,813,2022,2075,
MOT20-05,125,A person stops walking and faces back,M,912,1597,1650,
MOT20-05,126,A person stops walking and faces left,M,766,1309,1482,
MOT20-05,126,A person stops walking and faces left,M,804,1970,2005,
MOT20-05,127,A person stops walking and faces right,M,766,1708,1726,
MOT20-05,128,A person stops walking and hugs another person,M,787,2651,2818,
MOT20-05,128,A person stops walking and hugs another person,M,900,2342,2476,
MOT20-05,128,A person stops walking and hugs another person,M,1060,966,1021,
MOT20-05,128,A person stops walking and hugs another person,M,1058,990,1021,
MOT20-05,129,A person stops walking and leans against a white box,M,784,3258,3315,
MOT20-05,130,A person stops walking and looks around,M,818,2519,2594,
MOT20-05,131,A person stops walking and looks behind him,M,82,844,904,
MOT20-05,131,A person stops walking and looks behind him,M,129,235,412,
MOT20-05,131,A person stops walking and looks behind him,M,133,210,223,
MOT20-05,131,A person stops walking and looks behind him,M,124,577,652,
MOT20-05,131,A person stops walking and looks behind him,M,145,501,535,
MOT20-03,132,A person stops walking and stands for a while,M,313,331,460,
MOT20-03,132,A person stops walking and stands for a while,M,61,617,632,
MOT20-03,132,A person stops walking and stands for a while,M,180,492,662,
MOT20-03,132,A person stops walking and stands for a while,M,548,1797,1821,
MOT20-03,132,A person stops walking and stands for a while,M,549,1791,1837,
MOT20-05,133,A person stops walking and starts talking with another person,M,767,2257,3315,
MOT20-05,133,A person stops walking and starts talking with another person,M,814,1506,3315,
MOT20-05,133,A person stops walking and starts talking with another person,M,837,1680,2977,
MOT20-05,133,A person stops walking and starts talking with another person,M,835,1778,2797,
MOT20-05,134,A person stops walking and takes a few steps left,M,554,2245,2553,
MOT20-05,135,A person stops walking and talks with another person,M,403,1818,1833,
MOT20-05,135,A person stops walking and talks with another person,M,673,2669,2797,
MOT20-05,135,A person stops walking and talks with another person,M,1123,451,698,
MOT20-05,136,A person stops walking and turns back,M,920,2616,2695,
MOT20-05,137,A person stops walking and turns forward,M,1118,734,765,
MOT20-05,138,A person swiftly changes her direction,M,89,818,848,
MOT20-05,139,A person takes a few sideways steps,M,811,2026,2098,
MOT20-05,140,A person takes a few steps backwards,M,901,2620,2790,
MOT20-05,141,A person takes a few steps forward,M,424,1745,1832,
MOT20-05,141,A person takes a few steps forward,M,732,2122,2188,
MOT20-05,141,A person takes a few steps forward,M,811,1715,1935,
MOT20-05,141,A person takes a few steps forward,M,813,2179,2220,
MOT20-05,142,A person takes a few steps left,M,535,1773,1815,
MOT20-05,142,A person takes a few steps left,M,757,3038,3073,
MOT20-05,143,A person takes a few steps right,M,535,1268,1350,
MOT20-05,143,A person takes a few steps right,M,545,1402,1475,
MOT20-05,144,A person takes a few steps sideways,M,424,1275,1410,
MOT20-05,145,A person takes a few steps to the left,M,731,1706,1780,
MOT20-05,145,A person takes a few steps to the left,M,806,3116,3304,
MOT20-05,145,A person takes a few steps to the left,M,962,1545,1595,
MOT20-05,146,A person takes a few steps to the right,M,731,538,637,
MOT20-05,146,A person takes a few steps to the right,M,898,2032,2159,
MOT20-05,147,A person takes a left turn,M,812,3007,3198,
MOT20-03,148,A person takes a right turn,M,32,969,1087,
MOT20-03,148,A person takes a right turn,M,67,537,630,
MOT20-03,148,A person takes a right turn,M,66,537,630,
MOT20-03,148,A person takes a right turn,M,474,363,460,
MOT20-05,148,A person takes a right turn,M,766,943,1020,
MOT20-03,149,A person takes a seat,M,548,1877,1960,
MOT20-05,150,A person takes a step right and starts talking with another person,M,838,1986,2111,
MOT20-05,151,A person takes a step to the left,M,922,2176,2201,
MOT20-05,152,A person takes a turn to the left,M,225,255,275,
MOT20-05,153,A person takes one step back and turns forward,M,512,1104,1126,
MOT20-03,154,A person takes something out of a bag,M,69X,412,440,The bounding box ID couldn't be seen
MOT20-05,155,A person talks on his phone,M,901,1512,2208,
MOT20-05,155,A person talks on his phone,M,1124,152,368,
MOT20-05,156,A person talks with another person and shows directions,M,818,2065,2254,
MOT20-05,157,A person taps on the back of another person with his hand,M,69,612,617,
MOT20-03,158,A person throws something in the bin,M,1,876,886,
MOT20-03,159,A person throws something in the trash,M,1,876,886,
MOT20-03,160,A person throws trash in the bin,M,1,876,886,
MOT20-03,161,A person transfers their jacket from right hand to the left.,M,186,281,300,
MOT20-05,162,A person turns and looks back,M,804,2489,2700,
MOT20-03,163,A person turns around and faces right,M,241,2372,2404,
MOT20-03,164,A person turns around and leans against a wall,M,69X,456,523,The bounding box ID couldn't be seen
MOT20-05,165,A person turns around and looks back,M,44,235,273,
MOT20-05,165,A person turns around and looks back,M,572,108,243,
MOT20-05,165,A person turns around and looks back,M,573,62,215,
MOT20-05,165,A person turns around and looks back,M,675,182,302,
MOT20-05,165,A person turns around and looks back,M,674,2855,2893,
MOT20-05,165,A person turns around and looks back,M,720,1179,1230,
MOT20-05,165,A person turns around and looks back,M,720,1454,1512,
MOT20-05,166,A person turns around and looks forward,M,402,1997,2113,
MOT20-05,167,A person turns around and starts walking,M,1113,1076,1215,
MOT20-05,168,A person turns around and takes a step back,M,675,1022,1090,
MOT20-05,168,A person turns around and takes a step back,M,674,975,1065,
MOT20-05,169,A person turns around and walks a few steps back,M,675,2702,2790,
MOT20-03,170,A person turns around and walks back,M,627,1718,1745,
MOT20-05,170,A person turns around and walks back,M,876,2387,2523,
MOT20-05,170,A person turns around and walks back,M,877,2398,2526,
MOT20-05,171,A person turns back,M,427,672,700,
MOT20-05,171,A person turns back,M,427,840,907,
MOT20-05,171,A person turns back,M,424,1835,1890,
MOT20-05,171,A person turns back,M,426,1845,2045,
MOT20-05,171,A person turns back,M,437,1688,1746,
MOT20-05,171,A person turns back,M,618,2501,2540,
MOT20-05,171,A person turns back,M,901,667,715,
MOT20-05,172,A person turns back and looks behind him,M,458,2242,2320,
MOT20-05,172,A person turns back and looks behind him,M,458,2259,2278,
MOT20-05,172,A person turns back and looks behind him,M,509,1719,1735,
MOT20-05,172,A person turns back and looks behind him,M,512,361,400,
MOT20-05,172,A person turns back and looks behind him,M,513,253,685,
MOT20-05,172,A person turns back and looks behind him,M,512,997,1090,
MOT20-05,172,A person turns back and looks behind him,M,536,297,363,
MOT20-05,172,A person turns back and looks behind him,M,745,1932,2001,
MOT20-05,172,A person turns back and looks behind him,M,793,2170,3315,
MOT20-05,173,A person turns back and looks forward,M,818,764,791,
MOT20-05,173,A person turns back and looks forward,M,844,619,674,
MOT20-05,173,A person turns back and looks forward,M,844,2826,2849,
MOT20-05,174,A person turns back and starts walking back,M,924,3252,3315,
MOT20-05,174,A person turns back and starts walking back,M,1118,1068,1295,
MOT20-05,174,A person turns back and starts walking back,M,1117,1070,1256,
MOT20-05,175,A person turns back and takes a few steps forward,M,674,2817,2856,
MOT20-05,175,A person turns back and takes a few steps forward,M,675,2827,2893,
MOT20-03,176,A person turns back while walking and looks behind him,M,139,2202,2216,
MOT20-03,176,A person turns back while walking and looks behind him,M,141,2112,2198,
MOT20-03,176,A person turns back while walking and looks behind him,M,193,96,137,
MOT20-03,177,A person turns behind him,M,61,543,625,
MOT20-03,177,A person turns behind him,M,125,733,788,
MOT20-03,177,A person turns behind him,M,125,858,910,
MOT20-03,177,A person turns behind him,M,125,2192,2225,
MOT20-03,177,A person turns behind him,M,139,2126,2140,
MOT20-03,177,A person turns behind him,M,139,2167,2230,
MOT20-03,177,A person turns behind him,M,193,96,137,
MOT20-03,177,A person turns behind him,M,246,482,554,
MOT20-03,177,A person turns behind him,M,256,2104,2180,
MOT20-03,177,A person turns behind him,M,256,2372,2395,
MOT20-03,177,A person turns behind him,M,334,966,1020,
MOT20-03,177,A person turns behind him,M,334,1725,1760,
MOT20-03,177,A person turns behind him,M,485,138,180,
MOT20-03,177,A person turns behind him,M,485,680,763,
MOT20-03,177,A person turns behind him,M,548,1783,1828,
MOT20-03,177,A person turns behind him,M,616,1660,1675,
MOT20-03,177,A person turns behind him,M,628,1743,1763,
MOT20-03,177,A person turns behind him,M,616,1965,1984,
MOT20-05,178,A person turns forward,M,44,276,309,
MOT20-05,178,A person turns forward,M,350,56,74,
MOT20-05,178,A person turns forward,M,424,1692,1744,
MOT20-05,178,A person turns forward,M,574,2188,2221,
MOT20-05,179,A person turns forward and starts talking with another person,M,793,1770,2157,
MOT20-05,180,A person turns forward and starts walking,M,720,1395,1452,
MOT20-05,181,A person turns forwards and takes a few steps,M,901,505,666,
MOT20-03,182,A person turns his head to the left,M,125,1110,1133,
MOT20-03,182,A person turns his head to the left,M,125,1764,1813,
MOT20-03,182,A person turns his head to the left,M,334,598,625,
MOT20-03,182,A person turns his head to the left,M,485,934,948,
MOT20-03,182,A person turns his head to the left,M,485,1088,1095,
MOT20-03,182,A person turns his head to the left,M,485,1158,1172,
MOT20-03,182,A person turns his head to the left,M,485,1778,1787,
MOT20-03,182,A person turns his head to the left,M,485,1993,2010,
MOT20-03,182,A person turns his head to the left,M,555,2134,2147,
MOT20-03,182,A person turns his head to the left,M,706,1401,1430,
MOT20-03,182,A person turns his head to the left,M,64,182,203,
MOT20-03,183,A person turns his head to the right,M,258,2382,2397,
MOT20-03,183,A person turns his head to the right,M,311,683,762,
MOT20-03,183,A person turns his head to the right,M,616,1609,1622,
MOT20-03,183,A person turns his head to the right,M,616,1802,1830,
MOT20-03,183,A person turns his head to the right,M,616,1849,1858,
MOT20-03,183,A person turns his head to the right,M,635,1762,1778,
MOT20-03,183,A person turns his head to the right,M,65,303,316,
MOT20-03,183,A person turns his head to the right,M,64,292,310,
MOT20-05,184,A person turns left while walking,M,574,2040,2082,
MOT20-03,185,A person turns right,M,241,2372,2404,
MOT20-05,185,A person turns right,M,766,1898,2057,
MOT20-05,186,A person turns right and start walking in the right direction,M,682,3160,3315,
MOT20-03,187,A person vanishes from view behind the white structure,M,246,546,565,
MOT20-03,187,A person vanishes from view behind the white structure,M,246,705,725,
MOT20-03,187,A person vanishes from view behind the white structure,M,246,790,809,
MOT20-03,187,A person vanishes from view behind the white structure,M,246,1069,1098,
MOT20-03,187,A person vanishes from view behind the white structure,M,3,959,1065,
MOT20-03,187,A person vanishes from view behind the white structure,M,30,192,315,
MOT20-03,187,A person vanishes from view behind the white structure,M,37,848,997,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,42,978,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,43,1038,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,45,1214,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,44,1111,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,60,755,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,52,826,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,59,807,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,58,892,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,50,916,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,47,1072,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,46,992,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,61,779,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,169,141,177,
MOT20-03,187,A person vanishes from view behind the white structure,M,237,1369,1404,
MOT20-03,187,A person vanishes from view behind the white structure,M,260,1432,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,270,1450,1500,
MOT20-03,187,A person vanishes from view behind the white structure,M,264,1431,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,267,1471,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,268,1452,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,266,1527,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,262,1564,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,265,1483,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,277,969,1042,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,271,1446,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,305,687,846,
MOT20-03,187,A person vanishes from view behind the white structure,M,315,1241,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,326,995,1102,
MOT20-03,187,A person vanishes from view behind the white structure,M,332,1633,1667,
MOT20-03,187,A person vanishes from view behind the white structure,M,349,1283,1410,
MOT20-03,187,A person vanishes from view behind the white structure,M,367,1915,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,368,1823,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,365,1858,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,371,1896,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,374,2078,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,373,1987,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,369,2010,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,372,1965,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,375,1931,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,386,2032,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,389,2011,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,404,1656,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,405,1703,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,401,1784,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,393,1865,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,406,1744,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,449,627,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,439,1568,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,459,1543,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,456,1573,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,458,1573,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,454,1616,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,453,1600,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,453,1600,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,457,1699,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,455,1677,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,465,1684,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,472,382,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,470,425,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,471,488,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,468,453,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,486,430,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,508,304,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,510,339,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,513,37,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,512,167,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,511,303,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,540,252,2405,
MOT20-03,187,A person vanishes from view behind the white structure,M,541,232,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,542,289,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,552,2042,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,551,2111,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,550,2066,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,555,2304,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,554,2385,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,567,2030,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,566,2148,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,568,2065,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,569,2041,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,570,2092,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,563,2400,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,571,1847,1908,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,605,2229,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,603,2291,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,604,2260,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,625,1687,1715,
MOT20-03,187,A person vanishes from view behind the white structure,M,617,2200,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,699,2270,2405,The bounding box disappears
MOT20-03,187,A person vanishes from view behind the white structure,M,246,546,565,
MOT20-03,188,A person walking with a child turns back,M,260,1180,1196,
MOT20-03,188,A person walking with a child turns back,M,260,1267,1290,
MOT20-05,189,A person walks a few steps back,M,674,2700,2770,
MOT20-03,190,A person walks and rests against a wall,M,69X,456,523,The bounding box ID couldn't be seen
MOT20-05,191,A person walks backwards,M,574,2078,2120,
MOT20-03,192,A person walks behind the white structure,M,246,546,565,
MOT20-03,192,A person walks behind the white structure,M,246,705,725,
MOT20-03,192,A person walks behind the white structure,M,246,790,809,
MOT20-03,192,A person walks behind the white structure,M,246,1069,1098,
MOT20-03,192,A person walks behind the white structure,M,3,959,1065,
MOT20-03,192,A person walks behind the white structure,M,30,192,315,
MOT20-03,192,A person walks behind the white structure,M,37,848,997,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,42,978,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,43,1038,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,45,1214,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,44,1111,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,60,755,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,52,826,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,59,807,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,58,892,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,50,916,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,47,1072,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,46,992,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,61,779,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,169,141,177,
MOT20-03,192,A person walks behind the white structure,M,237,1369,1404,
MOT20-03,192,A person walks behind the white structure,M,260,1432,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,270,1450,1500,
MOT20-03,192,A person walks behind the white structure,M,264,1431,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,267,1471,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,268,1452,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,266,1527,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,262,1564,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,265,1483,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,277,969,1042,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,271,1446,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,305,687,846,
MOT20-03,192,A person walks behind the white structure,M,315,1241,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,326,995,1102,
MOT20-03,192,A person walks behind the white structure,M,332,1633,1667,
MOT20-03,192,A person walks behind the white structure,M,349,1283,1410,
MOT20-03,192,A person walks behind the white structure,M,367,1915,2405,
MOT20-03,192,A person walks behind the white structure,M,368,1823,2405,
MOT20-03,192,A person walks behind the white structure,M,365,1858,2405,
MOT20-03,192,A person walks behind the white structure,M,371,1896,2405,
MOT20-03,192,A person walks behind the white structure,M,374,2078,2405,
MOT20-03,192,A person walks behind the white structure,M,373,1987,2405,
MOT20-03,192,A person walks behind the white structure,M,369,2010,2405,
MOT20-03,192,A person walks behind the white structure,M,372,1965,2405,
MOT20-03,192,A person walks behind the white structure,M,375,1931,2405,
MOT20-03,192,A person walks behind the white structure,M,386,2032,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,389,2011,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,404,1656,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,405,1703,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,401,1784,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,393,1865,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,406,1744,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,449,627,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,439,1568,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,459,1543,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,456,1573,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,458,1573,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,454,1616,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,453,1600,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,453,1600,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,457,1699,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,455,1677,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,465,1684,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,472,382,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,470,425,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,471,488,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,468,453,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,486,430,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,508,304,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,510,339,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,513,37,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,512,167,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,511,303,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,540,252,2405,
MOT20-03,192,A person walks behind the white structure,M,541,232,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,542,289,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,552,2042,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,551,2111,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,550,2066,2405,The bounding box disappears
