Video,QID,Language Query,Type,IDs,Start,End,Revision
7b75dace,,Person on the bike is making a left turn,M,1,50,66,
7b75dace,,Person on the bike is making a left turn,M,2,50,66,
7b75dace,,Person on the bike is making a right turn,M,1,76,84,
7b75dace,,Person on the bike is making a right turn,M,2,76,90,
7b75dace,,Bike is making a right turn,M,4,26,37,
7b75dace,,Bike is making a right turn,M,3,26,37,
7b75dace,,Bike is making a left turn,M,4,50,66,
7b75dace,,Bike is making a left turn,M,3,50,66,
7b75dace,,Bike is making a right turn,M,4,76,84,
7b75dace,,Bike is making a right turn,M,3,76,90,
7bc95dc2,,Parrot is attacking another parrot,M,2,44,49,
7bc95dc2,,Parrot is attacking another parrot,M,3,44,49,
7bc95dc2,,Parrot is turning its head towards the back,M,2,29,31,
7bc95dc2,,Parrot is turning its head towards the back,M,1,24,27,
7bc95dc2,,Parrot is refraining from attacking another parrot,M,1,1,49,
7bc95dc2,,The parrot keeps its head backward,M,2,31,39,
7bc95dc2,,Parrot is shifting its head from a backward position to a forward position.,M,2,39,42,
7bc95dc2,,Parrot is shifting its head from a backward position to a forward position.,M,1,27,30,
7be91184,,Bunny is eating food from the food container,M,9,6,25,
7be91184,,Bunny is eating food from the food container,M,7,6,25,
7be91184,,Bunny is eating food from the food container,M,6,3,25,
7be91184,,Bunny is eating food from the food container,M,8,4,25,
7be91184,,Bunny is eating food from the food container,M,1,10,25,
7be91184,,Bunny is eating food from the food container,M,15,15,25,
7be91184,,Bunny is eating food from the food container,M,16,23,25,
7be91184,,Bunny entering into frame from left side is running to the food container,M,15,11,14,
7be91184,,Bunny entering into frame from left side is running to the food container,M,16,19,22,
7be91184,,Bunny is coming out from a hole,M,4,1,6,
7be91184,,Bunny is coming out from a hole,M,13,6,10,
7be91184,,Bunny is coming out from a hole,M,14,10,13,
7be91184,,Bunny entering into frame from left side is going outside of the frame in left side,M,12,3,17,
7be91184,,Bunny running on the ground is going outside of the frame in left side,M,13,11,19,
7be91184,,Bunny below the wooden floor is running towards the food container,M,2,14,25,
7bfe9b57,,Parrot is eating food from food container,M,1,7,9,
7bfe9b57,,Parrot is eating food from food container,M,1,22,34,
7bfe9b57,,Parrot is eating food from food container,M,1,39,45,
7bfe9b57,,Parrot is going from bird perch stand to food container,M,2,7,10,
7bfe9b57,,Parrot is eating food from food container,M,2,27,31,
7bfe9b57,,Parrot is eating food from food container,M,2,42,45,
7bfe9b57,,Parrot is eating food from food container,M,3,1,6,
7bfe9b57,,Parrot ic coming from food container to bird perch stand,M,5,2,6,
7bfe9b57,,Parrot is trying to fly,M,6,35,37,
7bfe9b57,,Parrot is going outside of the frame in the bottom side,M,7,1,14,
7c78e351,,Sheep is eating food from a person,M,4,12,25,
7c78e351,,Sheep is eating food from a person,M,2,56,59,
7c78e351,,Sheep is looking for something in the tire,M,1,4,20,
7c78e351,,Sheep is looking for something in the tire,M,4,35,66,
7c78e351,,Sheep is looking for something in the tire,M,2,14,22,
7c78e351,,Sheep walking on the area is going towards the right side,M,1,39,66,
7c78e351,,Sheep moving on the area is going outside of the frame in right side,M,3,1,59,
7c78e351,,Sheep is looking towards the camera,M,3,42,44,
7c78e351,,Person is picking up food from the ground,M,5,29,35,
7c5462f5,,Bear is asserting dominance in the fight with another bear,M,1,1,33,
7c5462f5,,Bear is being dominated during the fight with another bear,M,2,1,33,
7c5462f5,,Bear is keeping his right hand on the head of another bear during fight,M,1,9,23,
7c5462f5,,Bear is tilting its head to the right during the fight,M,2,27,30,
7c5462f5,,Bear is forcing another bear to move towards the water during fighting,M,2,5,11,
7c5462f5,,Bear is being forced by another bear to move towards the water during fighting,M,1,5,11,
7e709e2d,,Baby goat is disturbing another baby goat with its head,M,1,7,126,
7e709e2d,,Baby goat is using its head to disturb another goat,M,1,7,126,
7e709e2d,,Baby goat is being disturbed by another baby goat,M,2,7,126,
7e709e2d,,Baby goat is looking down,M,2,17,26,
7e709e2d,,Baby goat is looking down,M,2,64,72,
7e709e2d,,Baby goat is going outside of the frame in right side from wooden floor,M,2,122,127,
7f0b7662,,Person on bicycle crosses five lampposts,M,7,1,66,
7f0b7662,,Person on bicycle crosses five lampposts,M,1,1,66,
7f0b7662,,Person on bicycle crosses four lampposts,M,3,1,66,
7f0b7662,,Person on bicycle crosses four lampposts,M,5,1,66,
7f0b7662,,Person on bicycle crosses four lampposts,M,10,1,66,
7f0b7662,,Person on bicycle crosses four lampposts,M,16,1,66,
7f0b7662,,Person on bicycle crosses four lampposts,M,14,1,66,
7f0b7662,,Person on bicycle crosses four lampposts,M,9,1,66,
7f0b7662,,Bicycle crosses five lampposts,M,8,1,66,
7f0b7662,,Bicycle crosses five lampposts,M,2,1,66,
7f0b7662,,Bicycle crosses four lampposts,M,4,1,66,
7f0b7662,,Bicycle crosses four lampposts,M,6,1,66,
7f0b7662,,Bicycle crosses four lampposts,M,12,1,66,
7f0b7662,,Bicycle crosses four lampposts,M,17,1,66,
7f0b7662,,Bicycle crosses four lampposts,M,15,1,66,
7f0b7662,,Bicycle crosses four lampposts,M,11,1,66,
7f0b7662,,Person on the bicycle passes by five lampposts.,M,7,1,66,
7f0b7662,,Person on the bicycle passes by five lampposts.,M,1,1,66,
7f0b7662,,Person on the bicycle passes by four lampposts.,M,3,1,66,
7f0b7662,,Person on the bicycle passes by four lampposts.,M,5,1,66,
7f0b7662,,Person on the bicycle passes by four lampposts.,M,10,1,66,
7f0b7662,,Person on the bicycle passes by four lampposts.,M,16,1,66,
7f0b7662,,Person on the bicycle passes by four lampposts.,M,14,1,66,
7f0b7662,,Person on the bicycle passes by four lampposts.,M,9,1,66,
7f0b7662,,Bicycle passes by five lampposts.,M,8,1,66,
7f0b7662,,Bicycle passes by five lampposts.,M,2,1,66,
7f0b7662,,Bicycle passes by four lampposts.,M,4,1,66,
7f0b7662,,Bicycle passes by four lampposts.,M,6,1,66,
7f0b7662,,Bicycle passes by four lampposts.,M,12,1,66,
7f0b7662,,Bicycle passes by four lampposts.,M,17,1,66,
7f0b7662,,Bicycle passes by four lampposts.,M,15,1,66,
7f0b7662,,Bicycle passes by four lampposts.,M,11,1,66,
7f54c579,,Baby dog is pushing another baby dog with its head,M,2,19,28,
7f54c579,,Baby dog is using its head to push another baby dog,M,2,19,28,
7f54c579,,Baby dog is being pushed by another dog,M,1,19,28,
7f54c579,,Baby dog isis tumbling onto the ground,M,2,29,31,
7f54c579,,Baby dog isis tumbling onto the ground,M,2,39,44,
7f54c579,,Baby dog isis tumbling onto the ground,M,1,3,46,
7f54c579,,Baby dog moving on the ground completes one cycle,M,1,1,39,
7f54c579,,Baby dog moving on the ground completes one cycle,M,2,1,39,
7fe2bf77,,Zebra walking on the field is going outside of the frame in left side,M,2,10,38,
7fe2bf77,,Zebra entering into frame from right side is going outside of the frame in right side,M,6,22,34,
7fe2bf77,,Zebra entering into frame from right side is going towards the another zebra,M,7,30,52,
7fe2bf77,,Zebra walking on the field is standing in left side,M,3,18,61,
7fe2bf77,,Zebra coming from right side is standing in the middle of the frame,M,5,12,61,
7fe2bf77,,Deer running on the field is going outside of the frame in right side,M,1,40,47,
7fe2bf77,,Deer is eating grass on the field,M,1,11,33,
7fe2bf77,,Deer is eating grass on the field,M,4,1,42,
11e16068,,Bunny is keeping its front legs on the wall of the cage,M,1,1,31,
11e16068,,Bunny is keeping its front legs on the wall of the cage,M,1,53,67,
11e16068,,Bunny is keeping its front legs on the wall of the cage,M,3,64,67,
11e16068,,Bunny is trying to walk on top of the another bunny,M,2,33,53,
11e16068,,Bunny is going to left side,M,1,31,50,
11e16068,,Bunny is going to left side,M,3,49,60,
11e16068,,Bunny is trying to go left side and then coming back to its initial position,M,2,33,51,
12fdc864,,Zebra is drinking water,M,2,3,7,
12fdc864,,Zebra is drinking water,M,4,8,42,
12fdc864,,Zebra is drinking water,M,1,38,42,
12fdc864,,Zebra is looking towards the camera,M,1,2,9,
12fdc864,,Zebra walking in the river is going towards the ground,M,3,29,42,
12fdc864,,Zebra walking in the river is going towards the left side,M,1,1,42,
22e1f53c,,Tiger is looking upward at something,M,2,1,3,
22e1f53c,,Tiger is looking upward at something,M,3,1,3,
22e1f53c,,Tiger is looking upward at something,M,3,11,33,
22e1f53c,,Tiger is gazing upward at something,M,2,1,3,
22e1f53c,,Tiger is gazing upward at something,M,3,1,3,
22e1f53c,,Tiger is gazing upward at something,M,3,11,33,
22e1f53c,,Tiger is looking towards the camera,M,3,35,41,
22e1f53c,,Tiger is looking towards the camera,M,4,36,42,
22e1f53c,,Tiger is coming towards the camera,M,4,25,42,
22e1f53c,,Tiger is standing in front of the camera,M,4,43,60,
22e1f53c,,Tiger is blocking the camera view,M,4,43,60,
22e1f53c,,Tiger is eating something from the ground,M,2,10,20,
29a6ddc2,,Giraffe walking on the field is going towards the left side,M,2,1,25,
29a6ddc2,,Giraffe walking on the field is going towards the left side,M,3,1,25,
29a6ddc2,,Giraffe is staying in the same position on the field,M,5,1,25,
18ad3117,,Giraffe is looking towards the camera,M,1,22,25,
18ad3117,,Giraffe is looking towards the camera,M,2,7,28,
18ad3117,,Giraffe is looking towards the camera,M,2,36,47,
18ad3117,,Giraffe is eating grass on the field,M,3,36,80,
18ad3117,,Giraffe entering into frame from left side is going towards the right side,M,6,4,80,
18ad3117,,Giraffe entering into frame from left side is walking on the field,M,7,23,80,
18ad3117,,Giraffe entering into frame from left side is walking on the field,M,8,49,80,
18ad3117,,Giraffe is making U turn,M,4,4,30,
18d8931e,,"When tiger is walking on the ground, other tigers is giving him a side",M,1,1,78,
18d8931e,,Tiger is going from right side towards the left side,M,1,1,78,
18d8931e,,Tiger walking on the ground is going outside of the frame in right side,M,1,4,24,
18d8931e,,Tiger standing in front of the gate is going outside of the frame in right side,M,5,1,23,
18d8931e,,Tiger standing in front of the gate is going outside of the frame in right side,M,3,1,38,
18d8931e,,Tiger entering into frame from left side is ling on the ground,M,6,39,78,
18d8931e,,Tiger is rolling over on the ground,M,2,45,58,
18d8931e,,Tiger is walking backward,M,2,9,44,
23b9a3ea,,Fish swimming in the aquarium is going outside of the frame in right side,M,6,1,62,
23b9a3ea,,Fish moving in the aquarium is going outside of the frame in right side,M,6,1,62,
23b9a3ea,,Fish coming from left side is going outside of the frame in right side,M,6,1,62,
23b9a3ea,,Fish swimming in the aquarium is going outside of the frame in right side,M,7,1,61,
23b9a3ea,,Fish moving in the aquarium is going outside of the frame in right side,M,7,1,61,
23b9a3ea,,Fish entering into frame from right side is swimming in the aquarium,M,15,4,32,
23b9a3ea,,Fish entering into frame from right side is moving in the aquarium,M,15,4,32,
23b9a3ea,,Fish swimming in the aquarium is going outside of the frame in upper side,M,10,1,53,
23b9a3ea,,Fish moving in the aquarium is going outside of the frame in upper side,M,10,1,53,
23b9a3ea,,Fish entering into frame from bottom side is swimming in the aquarium,M,16,26,65,
23b9a3ea,,Fish entering into frame from bottom side is moving in the aquarium,M,16,26,65,
23b9a3ea,,Fish is facing towards the camera,M,8,1,26,
23b9a3ea,,Fish is facing towards the camera,M,15,50,65,
23b9a3ea,,Fish is facing towards the camera,M,1,58,65,
23b9a3ea,,Fish swimming in the aquarium is going towards the upper side,M,12,1,65,
23b9a3ea,,Fish moving in the aquarium is going towards the upper side,M,12,1,65,
23b9a3ea,,Fish swimming in the aquarium is going towards the bottom side,M,8,32,65,
23b9a3ea,,Fish moving in the aquarium is going towards the bottom side,M,8,32,65,
23e046fb,,Zebra is going towards the left side,M,2,1,25,
23e046fb,,Zebra is going towards the left side,M,3,1,25,
23e046fb,,Zebra is drinking water,M,5,1,19,
23e046fb,,Zebra is drinking water,M,6,1,19,
23e046fb,,Zebra is drinking water,M,7,1,19,
23e046fb,,Zebra is drinking water,M,8,1,19,
23e046fb,,Deer on the field is going outside of the frame in left side,M,9,1,22,
25af2eeb,,Sheep walking on the field is standing on the field,M,17,18,41,
25af2eeb,,Sheep walking on the field is standing on the field,M,2,19,41,
25af2eeb,,Sheep walking on the field is standing on the field,M,1,32,41,
25af2eeb,,Sheep is looking for something on the field,M,3,32,38,
25af2eeb,,Sheep is looking towards the camera,M,17,18,29,
25af2eeb,,Sheep is looking towards the camera,M,1,35,41,
25af2eeb,,Sheep is looking towards the camera,M,2,15,35,
29ff29f6,,Zebra is making U turn,M,1,3,23,
29ff29f6,,Zebra is making U turn,M,2,3,23,
29ff29f6,,Zebra is making U turn,M,4,1,14,
29ff29f6,,Zebra is making U turn,M,6,14,27,
29ff29f6,,Zebra is making U turn,M,3,24,37,
29ff29f6,,Zebra walking on the field is going outside of the frame in right side,M,1,1,33,
29ff29f6,,Zebra walking on the field is going outside of the frame in right side,M,2,1,49,
29ff29f6,,Zebra entering into field from left side is going towards the right side,M,8,27,50,
29ff29f6,,Zebra entering into field from left side is going towards the right side,M,9,30,50,
29ff29f6,,Zebra is drinking water,M,4,28,50,
29ff29f6,,Zebra is looking towards the camera,M,3,11,20,
31ac3d98,,Elephant is going left side after looking right side,M,2,7,33,
31ac3d98,,Elephant is turning at the backside,M,1,1,14,
31ac3d98,,Elephant is looking right side while keeping its backside towards the camera,M,1,15,27,
31ac3d98,,Elephant is looking right side while keeping its backside towards the camera,M,2,7,11,
31ac3d98,,Elephant is walking towards the opposite direction of the camera,M,1,29,48,
31af515d,,Cat is attacking another cat,M,1,7,10,
31af515d,,cat is being attacked by another cat,M,2,7,10,
31af515d,,Cat is fighting with another cat,M,1,1,41,
31af515d,,Cat is fighting with another cat,M,2,1,41,
31af515d,,Cat is asserting dominance in the fight with another cat,M,2,18,41,
31af515d,,Cat is being dominated during the fight with another cat,M,1,18,41,
31af515d,,Cat goes on top of another cat during fighting,M,1,22,411,
31b09833,,Horse running towards the camera is going outside of the frame in right side,M,3,7,24,
31b09833,,Horse running towards the camera is going outside of the frame in right side,M,2,17,35,
31b09833,,Horse on the field is coming towards the camera,M,1,1,45,
31b09833,,Horse on the field is running towards the camera,M,4,11,45,
31b09833,,Horse on the field is running towards the camera,M,5,6,45,
31b09833,,Horse on the field is running towards the camera,M,6,12,45,
31b09833,,Horse on the field is coming towards the camera,M,4,11,45,
31b09833,,Horse on the field is coming towards the camera,M,5,6,45,
31b09833,,Horse on the field is coming towards the camera,M,6,12,45,
32ecef67,,Tiger is keeping its front legs on top of the rock block,M,2,10,17,
32ecef67,,Tiger is keeping its front legs on top of the rock block,M,1,26,30,
32ecef67,,Tiger is looking towards the camera,M,3,14,18,
32ecef67,,Tiger is looking towards the camera,M,4,29,35,
32ecef67,,Tiger entering into frame from right side is walking,M,4,15,33,
32ecef67,,Tiger on the ground is coming on top of the rock block,M,1,26,46,
32ecef67,,Tiger is disturbing another tiger,M,1,30,65,
32ecef67,,Tiger is being disturbed by another tiger,M,2,30,65,
33f9ab47,,Person on motorcycle is going out side of the frame in right side,M,1,1,9,
33f9ab47,,Person on motorcycle is going out side of the frame in right side,M,3,1,19,
33f9ab47,,Person on motorcycle is going out side of the frame in right side,M,5,1,27,
33f9ab47,,Person on motorcycle is going out side of the frame in right side,M,7,1,38,
33f9ab47,,Person on motorcycle is going out side of the frame in right side,M,9,1,44,
33f9ab47,,Motorcycle is going out side of the frame in right side,M,2,1,9,
33f9ab47,,Motorcycle is going out side of the frame in right side,M,4,1,20,
33f9ab47,,Motorcycle is going out side of the frame in right side,M,6,1,27,
33f9ab47,,Motorcycle is going out side of the frame in right side,M,8,1,39,
33f9ab47,,Motorcycle is going out side of the frame in right side,M,10,1,44,
33f9ab47,,Person entering into frame from right side is standing on the road,M,11,28,45,
33f9ab47,,Motorcycle is going through the staggered water,M,9,36,40,
34a5f964,,Person on motorcycle is going backwards,M,5,1,5,
34a5f964,,Motorcycle is going backwards,M,8,1,5,
34a5f964,,Person is taking preparation to start his motorcycle,M,5,,,
34a5f964,,Person on motorcycle is making U turn,,,,,
34a5f964,,Motorcycle is making U turn,,,,,
34a5f964,,Person on motorcycle is going towards the right side,M,5,1,89,
34a5f964,,Motorcycle is going towards the right side,M,6,1,89,
34a5f964,,Person on bicycle entering into frame from right side is going outside of the frame in left side,M,14,20,27,
34a5f964,,Bicycle entering into frame from right side is going outside of the frame in left side,M,15,20,28,
34a5f964,,Person on motorcycle is going towards the left side,M,6,28,89,
34a5f964,,Motorcycle is going towards the left side,M,9,28,89,
34a5f964,,Person is adjusting his pant,M,2,17,,
34a5f964,,Person is offering fruit to another person,M,3,3,16,
34a5f964,,Person is being offered fruit by another person,M,2,3,16,
34a5f964,,Person is going towards the left side,M,3,28,89,
34ccea00,,Baby bear coming towards the camera is going outside of the frame in right side,M,1,1,58,
34ccea00,,Baby bear on the field is coming towards the camera,M,2,1,84,
34ccea00,,Baby bear on the field is coming towards the camera,M,4,2,84,
34ccea00,,Baby bear is stationary and remains in the same place.,O,3,1,84,
35e0ca09,,Lizard is going from box to hand,M,3,3,16,
35e0ca09,,Lizard is going from box to hand,M,1,62,68,
35e0ca09,,Lizard is going from topside to the backside of hand,M,1,101,107,
35e0ca09,,Lizard is going from hand to the box,M,1,138,144,
36dcb93f,,Fish moving at bottom of the aquarium is going to the top of aquarium,M,1,1,18,
36dcb93f,,Fish swimming at bottom of the aquarium is going to the top of aquarium,M,1,1,18,
36dcb93f,,Fish moving from the middle of the aquarium to the bottom of aquarium,M,2,8,13,
36dcb93f,,Fish swimming from the middle of the aquarium to the bottom of aquarium,M,2,8,13,
36dcb93f,,Fish moving from the bottom of the aquarium to the top of the aquarium,M,2,14,29,
36dcb93f,,Fish swimming from the bottom of the aquarium to the top of the aquarium,M,2,14,29,
36dcb93f,,Fish moving from the middle of the aquarium to the top of the aquarium,M,3,29,38,
36dcb93f,,Fish swimming from the middle of the aquarium to the top of the aquarium,M,3,29,38,
36dcb93f,,Fish moving from the middle of the aquarium to the top of the aquarium,M,2,57,61,
36dcb93f,,Fish swimming from the middle of the aquarium to the top of the aquarium,M,2,57,61,
36dcb93f,,Fish moving from the top of the aquarium to the middle of the aquarium,M,2,33,42,
36dcb93f,,Fish swimming from the top of the aquarium to the middle of the aquarium,M,2,33,42,
36dcb93f,,Fish moving from the top of the aquarium to the middle of the aquarium,M,3,39,44,
36dcb93f,,Fish swimming from the top of the aquarium to the middle of the aquarium,M,3,39,44,
36dcb93f,,Fish is attacking another fish,M,3,1,61,
36dcb93f,,Fish is being attacked by another fish,M,2,1,61,
37bf7edf,,Elephant walking on the field is going towards the opposite of the camera,M,1,1,90,
37bf7edf,,Elephant walking on the field is going inside the bush,M,2,1,9,
37bf7edf,,Elephant walking on the field is going inside the bush,M,3,1,35,
37bf7edf,,Elephant coming out of the bush is going inside the bush,M,3,40,54,
37bf7edf,,Elephant coming out of the bush is going towards the opposite of the camera,M,2,12,90,
37bf7edf,,Elephant walking on the field is going inside the bush,M,4,1,71,
37bf7edf,,Elephant walking on the field is going inside the bush,M,5,1,66,
37bf7edf,,Elephant walking on the field is going inside the bush,M,6,12,69,
37bf7edf,,Elephant coming out of the bush is going inside the bush,M,7,23,58,
37bf7edf,,Elephant coming out of the bush is going inside the bush,M,7,64,69,
37bf7edf,,Elephant coming out of the bush is going inside the bush,M,8,52,69,
37bf7edf,,Elephant walking on the field is going towards the opposite of the camera,M,9,65,90,
42ff84a5,,Poultry entering into frame from right side is going towards the left side,M,6,3,40,
42ff84a5,,Poultry walking in the room is going outside of the frame in left side,M,3,1,34,
42ff84a5,,Poultry walking in the room is going outside of the frame in left side,M,4,1,39,
42ff84a5,,Poultry walking in the room is going towards the left side,M,1,1,40,
42ff84a5,,Poultry is stationary and remains in the same place.,O,5,1,40,
42ff84a5,,Poultry is walking a short distance,M,2,10,26,
48e2afc5,,Zebra goes on top of the another zebra while fighting,M,2,10,13,
48e2afc5,,Zebra is lifting its front legs while fighting,M,1,25,27,
48e2afc5,,Zebra is lifting its front legs while fighting,M,1,33,35,
48e2afc5,,Zebra is lifting its front legs while fighting,M,1,38,40,
48e2afc5,,Zebra is running towards the left side,M,2,41,73,
48e2afc5,,Zebra is running towards the left side,M,1,46,73,
48e2afc5,,Monkey on the field is going outside of the frame in right side,M,3,1,51,
48e2afc5,,Monkey entering into frame from left side is going towards the right side,M,4,65,73,
49e5ff4e,,Giraffe walking on the corridor is going outside of the frame in right side,M,1,1,14,
49e5ff4e,,Giraffe coming out from room is going towards the camera,M,2,6,60,
49e5ff4e,,Giraffe coming out from room is going towards the camera,M,3,8,60,
49e5ff4e,,Giraffe coming out from room is going towards the camera,M,4,28,60,
49e5ff4e,,Giraffe coming out from room is going towards the camera,M,6,45,60,
52ddf44c,,Poultry is walking over the food,M,4,12,20,
52ddf44c,,Poultry entering into frame from right side is walking on the area,M,7,7,42,
52ddf44c,,Poultry is going from right side towards the left side,M,6,1,42,
52ddf44c,,Poultry is coming to the food container,M,5,1,16,
52ddf44c,,Poultry is coming to the food container,M,4,33,39,
52ddf44c,,Poultry is keeping its one leg on the food container,M,6,1,2,
52ddf44c,,Poultry is keeping its one leg on the food container,M,6,4,5,
52ddf44c,,Poultry is keeping its right leg on the food container,M,6,7,14,
52ddf44c,,Poultry is keeping its left leg on the food container,M,4,39,42,
37af9ac1,,Poultry is eating food from the food container again and again,M,7,20,106,
37af9ac1,,Poultry is eating food from the food container again and again,M,6,1,236,
37af9ac1,,Poultry is eating food from the food container again and again,M,12,42,300,
37af9ac1,,Poultry is eating food from the food container again and again,M,13,57,165,
37af9ac1,,Poultry is eating food from the food container again and again,M,13,253,300,
37af9ac1,,Poultry is eating food from the food container again and again,M,5,235,282,
37af9ac1,,Poultry is eating food from the food container again and again,M,1,71,108,
37af9ac1,,Poultry is eating food from the food container again and again,M,1,134,152,
37af9ac1,,Poultry is eating food from the food container again and again,M,4,120,217,
37af9ac1,,Poultry is eating food from the food container once,M,5,63,67,
37af9ac1,,Poultry is eating food from the floor again and again,M,8,3,35,
37af9ac1,,Poultry is eating food from the floor again and again,M,2,4,42,
37af9ac1,,Poultry is eating food from the floor again and again,M,1,15,47,
37af9ac1,,Poultry is eating food from the floor again and again,M,5,17,52,
37af9ac1,,Poultry is eating food from the floor again and again,M,3,53,113,
37af9ac1,,Poultry is eating food from the floor again and again,M,4,5,93,
37af9ac1,,Poultry is eating food from the floor again and again,M,7,7,14,
37af9ac1,,Poultry is eating food from the floor again and again,M,8,48,57,
37af9ac1,,Poultry is eating food from the floor again and again,M,11,102,300,
37af9ac1,,Poultry is eating food from the floor again and again,M,10,106,272,
37af9ac1,,Poultry is eating food from the floor again and again,M,15,62,145,
37af9ac1,,Poultry is eating food from the floor again and again,M,19,257,300,
37af9ac1,,Poultry is eating food from the floor again and again,M,9,254,300,
37af9ac1,,Poultry on the area is going outside of the frame in right side,M,1,1,226,Frame disappear from 209-220
37af9ac1,,Poultry on the area is going outside of the frame in left side,M,2,1,128,
37af9ac1,,Poultry on the area is going outside of the frame in right side,M,3,1,151,Frame disappear from 232-233 and from 238-246
37af9ac1,,Poultry on the area is going outside of the frame in left side,M,7,1,196,
37af9ac1,,Poultry on the area is going outside of the frame in left side,M,8,1,38,
37af9ac1,,Poultry on the area is going outside of the frame in right side,M,9,1,28,
37af9ac1,,Poultry entering into frame from bottom side is moving on the area,M,9,254,300,
37af9ac1,,Poultry entering into frame from right side is moving on the area,M,11,80,300,
37af9ac1,,Poultry entering into frame from right side is eating food from the food container,M,12,37,300,
37af9ac1,,Poultry entering into frame from right side is going outside of the frame in right side,M,13,48,201,
37af9ac1,,Poultry entering into frame from right side is eating food from the food container,M,13,234,300,
37af9ac1,,Poultry entering into frame from right side is going outside of the frame in right side,M,15,59,203,Frame disappear from 171-192 and from 200-201
37af9ac1,,Poultry entering into frame from left side is going outside of the frame from right side,M,16,84,161,Frame disappear from 1434-156
37af9ac1,,Poultry entering into frame from left side is moving on the area,M,18,201,244,
37af9ac1,,Poultry entering into frame from right side is moving on the area,M,19,248,300,
37af9ac1,,Poultry entering into frame from right side is moving on the area,M,21,294,300,
37af9ac1,,Poultry moving on the upper side is coming down to the ground,M,10,1,91,
37af9ac1,,Poultry moving on the upper side is coming down to the ground,M,11,80,102,
37af9ac1,,Poultry moving on the upper side is coming down to the ground,M,8,166,194,
37af9ac1,,Poultry coming from the ground is moving on the upper side,M,8,256,300,
46d140ea,,Dog is coming near to a person,M,2,1,25,
46d140ea,,Dog is coming near to a person,M,3,1,25,
46d140ea,,Person is touching a dog with his right hand,M,5,30,57,
46d140ea,,Person is smoking,M,5,112,,
46d140ea,,Person is smoking,M,7,,,
46d140ea,,Person is touching his face with his hand,M,5,,,
46d140ea,,Dog is going towards the left side,M,2,1,25,
46d140ea,,Dog is going towards the left side,M,3,1,25,
46d140ea,,Dog is going towards the right side,M,2,69,,
46d140ea,,Dog is going towards the right side,M,3,,142,
46d140ea,,Dog is looking for something on the ground to the right side of the sitting wall,M,2,,145,
46d140ea,,Dog is going towards the left side,M,2,146,188,
46d140ea,,Dog is going towards the left side,M,3,147,190,
46d140ea,,Dog is going towards the right side,M,2,198,,
46d140ea,,Dog is going towards the right side,M,3,210,,
46d140ea,,Person is looking right side,M,5,,,
46d140ea,,Person is looking left side,M,5,,,
46d140ea,,Person is pointing towards the camera with his right hand,M,5,,,
49eb0315,,Bird is jumping over another bird,M,2,7,12,
49eb0315,,Bird is going towards left side,M,2,7,13,
49eb0315,,Bird is going towards right side,M,3,13,22,
49eb0315,,Bird is going towards right side,M,1,49,54,
49eb0315,,Bird is seated on bird perch stand,O,1,1,59,
49eb0315,,Bird is going from the bottom of the cage to the bird perch stand,M,2,32,34,
54b8f502,,Lizard is going over another lizard,M,3,38,41,
54b8f502,,Lizard is moving,M,1,1,11,
54b8f502,,Lizard is moving,M,3,38,41,
54b8f502,,Lizard is stationary and remains in the same place.,O,2,1,49,
54b8f502,,Lizard is keeping its body in front of another lizard,M,1,1,11,
54b9dea2,,Person entering into frame from left side is doing photography,M,10,7,25,
54b9dea2,,Person entering into frame from left side is talking with his Walkie-talkie,M,12,12,17,
54b9dea2,,Vehicle is going from right side towards the left side,M,1,1,25,
54b9dea2,,Vehicle is going from right side towards the left side,M,2,1,25,
54b9dea2,,Vehicle on the road is going outside of the frame from right side,M,4,1,2,
54b9dea2,,Vehicle on the road is going outside of the frame from right side,M,3,1,5,
54b9dea2,,Vehicle on the road is going outside of the frame from right side,M,9,4,7,
54b9dea2,,Vehicle on the road is going outside of the frame from right side,M,8,1,16,
54b9dea2,,Vehicle entering into frame from left side is standing on the road,M,11,8,25,
54b9dea2,,Vehicle is going downwards,M,1,3,10,
54b9dea2,,Vehicle is going downwards,M,2,1,7,
54b9dea2,,Vehicle is going downwards,M,2,20,25,
54b9dea2,,Vehicle is going upwards,M,1,13,22,
54b9dea2,,Vehicle is going upwards,M,2,11,17,
055fca57,,Bird is eating food from feeder,M,3,4,10,
055fca57,,Bird is eating food from feeder,M,2,17,20,
055fca57,,Bird is eating food from feeder,M,5,36,41,
055fca57,,Bird is eating food from feeder,M,4,46,49,
055fca57,,Bird is eating food from feeder,M,6,64,68,
055fca57,,Bird is eating food from feeder,M,4,74,77,
055fca57,,Bird is eating food from feeder,M,2,100,107,
055fca57,,Bird is eating food from feeder,M,3,121,126,
055fca57,,Bird is eating food from feeder,M,6,148,152,
055fca57,,Bird is falling down its upper part,M,3,90,94,
055fca57,,Bird is getting up its upper part,M,3,95,98,
055fca57,,Bird is being fed using a feeder,M,3,4,10,
055fca57,,Bird is being fed using a feeder,M,2,17,20,
055fca57,,Bird is being fed using a feeder,M,5,36,41,
055fca57,,Bird is being fed using a feeder,M,4,46,49,
055fca57,,Bird is being fed using a feeder,M,6,64,68,
055fca57,,Bird is being fed using a feeder,M,4,74,77,
055fca57,,Bird is being fed using a feeder,M,2,100,107,
055fca57,,Bird is being fed using a feeder,M,3,121,126,
055fca57,,Bird is being fed using a feeder,M,6,148,152,
055fca57,,Bird is turning towards the left side,M,5,72,85,
